,href,点赞用户数,评分,参与评分人数,热度,总计评论数,演员,信息,剧情
671,http://www.iqiyi.com/v_19rrhgpaqs.html,2.0万,7.2,46.8万人评分,2391,全部评论(2102),Crystal Allen饰 Amanda;约翰·里斯-戴维斯饰 Murdoch;林登·阿施拜饰 Jackson;J.D. Fryberger饰 Armon,狂蟒之灾4;导演： 唐·方李洛伊;地区： 美国;类型： 惊悚;首映： 2009,简介：一队摄制人员为寻访神秘的希里莎纳部落，正向神秘的亚马逊原始森林迈进。途中他们遇见已在森林里生活多年的“捕蟒专家”，他一直在追捕一条长达40英尺、凶猛而且狡猾的巨蟒。为了借助摄制组的力量，他以带路为借口，把摄制组带进这条巨蟒的领域。就这样，摄制组在毫无准备之下陷入了极度的危险之中……收起>
672,http://www.iqiyi.com/v_19rra2t08c.html,4.6万,8.3,73.9万人评分,2208,全部评论(7268),亚伦·泰勒-约翰逊;渡边谦;布莱恩·科兰斯顿;朱丽叶·比诺什,哥斯拉;导演： 加里斯·爱德华斯;地区： 日本;类型： 动作;首映： 2014,简介：拥有幸福美满生活的大兵福德·布罗迪，内心隐藏着一个挥之不去的阴影。15年前，他和父亲乔伊、母亲桑德拉生活在日本。父母供职于一座大型核电站。就在福德的爸爸生日当天，一场突如其来的灾难摧毁了核电站，他的母亲在灾难中丧生，语焉不详的政府隐瞒真相，以防止核辐射的名义封锁了该地区。但是乔伊却从种种异状觉察到反常之处，十五年来他一直试图揭开当天的灾难之谜，终于发现这一切都是由一只如...收起>
673,http://www.iqiyi.com/v_19rrjzylw8.html,7455,9.1,153.5万人评分,2029,全部评论(2041),周润发饰 钟天正;陈松勇饰 大圈龙;徐锦江饰 鬼见愁,监狱风云2;导演： 林岭东;地区： 香港地区;类型： 犯罪;首映： 1991,简介：钟天正因误杀妻子而被捕入狱，再次过其铁窗生涯，并为续集揭开序幕。服刑期间正的母亲病逝，独子良仔被迫送入孤儿院，因此对父亲产生怨怼，狱中新任保安监督鬼见愁对正尤其憎厌，故当正欲申请外出探良仔时，他则诸多留难，并伺机教训正.狱中的大陆帮，以大圈龙为首，以树立威势与香港帮时有冲突。鬼欲收买大圈龙不果，故对龙怀恨在心。年初一正当庆祝之际，香港帮与大陆帮突起混乱，鬼派飞虎队镇压收起>
674,http://www.iqiyi.com/v_19rsgtgwiw.html,11.1万,8.7,286.2万人评分,2387,全部评论(1.2万),黄晓明饰 江立伟;杜江饰 马卫国;谭卓饰 李芳;杨紫饰 王璐;欧豪饰 徐小斌,烈火英雄;导演： 陈国辉;地区： 华语;类型： 动作;首映： 2019,简介：滨海市海港码头发生管道爆炸，整个罐区的原油都顺着A01油罐往外流，化成火海和阵阵爆炸，威胁全市、全省，甚至邻国的安全。慌乱的市民们四处奔逃，一辆辆消防车却逆向冲进火海
675,http://www.iqiyi.com/v_19rrj5rwww.html,1.5万,9.0,104万人评分,2422,全部评论(4204),李连杰饰 张无忌;邱淑贞饰 小昭;洪金宝饰 张三丰;张敏饰 赵敏;吴镇宇饰 张翠山,倚天屠龙记之魔教教主;导演： 王晶;地区： 香港地区;类型： 动作;首映： 1993,简介：张翠山和他妻子殷素素、儿子张无忌从孤岛回来为他师父祝百岁大寿，途中无忌被玄冥神掌所伤。张无忌与小昭掉下悬崖，巧遇火头陀学会九阳神功摆脱了寒毒。张无忌和小昭决定去光明顶，帮助外公白眉鹰王。蒙古郡主赵敏暗算明教，张无忌找赵敏要解药，赵敏要张无忌答应三件事。白眉鹰王等人到少林寺要为明教讨回公道，张无忌用乾坤大挪移心法救出张三丰。赵敏临走时告诉张无忌，要救六大派，到大都找她。收起>
676,http://www.iqiyi.com/v_19ruzyxbls.html,509,6.9,7953人评分,2063,全部评论(147),乌日根饰 高永祥;武利平饰 雷天鸣;李梓强饰 雷老大,浴血反击;导演： 杨联魁;地区： 华语;类型： 动作;首映： 2019,"简介：本片以八路军120师和暂一师36团收复晋西北为背景,讲述了从灵台大地上走出的抗日英雄高永祥,带领英勇的八路军战士浴血奋战、抗击日寇、收复晋西北、最终壮烈牺牲的感人故事……"
677,http://www.iqiyi.com/v_19rrgyaris.html,4.7万,8.8,79.4万人评分,1897,全部评论(3896),金秀贤饰 元柳焕;李玹雨饰 李海镇;朴基雄饰 李海浪;李彩英饰 吝啬妈妈;孙贤周饰 秘密特殊部队的主要长官,隐秘而伟大;导演： 张哲秀;地区： 韩国;类型： 动作;首映： 2013,简介：两年前，朝鲜5446秘密特殊部队派出五星组组长元柳焕，潜入韩国某个村庄担当间谍。元化名方东久，以傻子的身份在一位吝啬的大妈家落脚，他清楚村中每一个人的身世和动向，同时为了不露马脚不得不经常做出一些傻里傻气令人啼笑皆非的事来。随着金正日离世，祖国方面似乎发生些许变化。当年与元互为竞争对手的黑龙组组长李海浪以及视元为导师恩人的后辈李海真相继出现在村中。孤独的东久在两位同志面前...收起>
678,http://www.iqiyi.com/v_19rrhgn4ig.html,1.5万,8.2,14.6万人评分,2335,全部评论(1778),约翰尼·梅辛纳饰 Bill Johnson;卡迪·斯特瑞兰德饰 Sam Rogers;马修·马斯登饰 Dr. Jack Byron,狂蟒之灾2;导演： 德怀特H·里特;地区： 美国;类型： 动作;首映： 2004,简介：故事发生在位于婆罗洲的原始丛林中，比尔带领着他的探险小队穿行于其中，寻找着一种名为“血兰”的珍稀植物。在记载中，血兰拥有着能够使人长生不老的神秘力量，几乎从未有人获得过它”的传闻也令血兰逐渐成为了传说。这一次，受一家著名的医药公司所托，比尔一行人决定揭开血兰的神秘面纱。在离目标越来越近的同时，危险也不期而至。收起>
679,http://www.iqiyi.com/v_19rrcgmlfg.html,10.9万,8.9,478万人评分,2203,全部评论(2.4万),张子枫饰 时秒;彭昱畅饰 时分,快把我哥带走;导演： 郑芬芬;地区： 华语;类型： 青春;首映： 2018,简介：拥有一个每天耍贱整蛊妹妹、毫无家庭感的哥哥是一种什么感受？油炸还是蒸锅？时秒只希望哥哥时分彻底消失！连珍贵的生日愿望都是“快把我哥带走”。不料愿望成真，哥哥变成闺蜜妙妙的哥哥，时秒同情妙妙的同时心里暗爽摆脱“大魔王”！变成独生女的时秒感觉生活无限美好，但却发现时分除了整天和好基友甄开心、万岁插科打诨、整蛊妹妹妙妙之外，还隐藏着不为人知的秘密…收起>
680,http://www.iqiyi.com/v_19rrnbtyeg.html,1.9万,8.6,26.7万人评分,2325,全部评论(4832),杰森·斯坦森饰 Frank Martin;罗伯特·克耐普饰 Johnson;娜塔尔雅·卢达科娃饰 Valentina;弗朗西斯·贝尔兰德饰 Tarconi;Eriq Ebouaney饰 Ice,非常人贩3;导演： 奥利维尔·米加顿;地区： 美国;类型： 动作;首映： 2008,简介：超强押运人弗兰克·马丁平静的休假再次被打破，一名驾驶着奥迪车的男人载着一名女孩在马赛横冲直撞，与此同时，商人约翰森为了向乌克兰运输有毒物质正与该国环境部长针锋相对。受伤的奥迪车司机闯入弗兰克家中，并死于手腕上的炸弹，他的幕后老板约翰森强迫弗兰克接替运送女孩的任务，被安装了手腕炸弹的弗兰克不得不就范，因为只要他离开车子75英尺炸弹就会引爆。在前往布达佩斯的路上，弗兰克终于...收起>
681,http://www.iqiyi.com/v_19rrce9tu4.html,4178,7.5,25.6万人评分,2154,全部评论(2808),玛蒂尔达·鲁茨;文森特·科隆布;凯文·让森斯,复仇战姬;导演： 科拉莉·法尔雅;类型： 惊悚;首映： 2017,简介：珍和富有男友来到僻静之地打算度过浪漫的假期，然而当男友的好友出现时，一场“狩猎”即将展开。珍更是面临前所未有的折磨。
682,http://www.iqiyi.com/v_19rrj5vi30.html,8169,9.0,116.3万人评分,2555,全部评论(2362),甄子丹饰 马军;古天乐饰 华生;邹兆龙饰 汤尼;范冰冰饰 秋娣;吕良伟饰 渣哥,导火线;导演： 叶伟信;地区： 香港地区;类型： 犯罪;首映： 2007,简介：马军是重案组警察疾恶如仇的。马军的目标是黑道日益壮大的越南帮三兄弟渣哥、TONY和阿虎。马军安插华生到渣哥身边当卧底。华生凭借其机敏能干，得到渣哥的无比信任，当上近身保镖。马军与黑帮的白热化对抗中，华生卧底身份被揭，险些送命。渣哥为了脱身，一夜间消灭所有证人和证物。收起>
683,http://www.iqiyi.com/v_19rrny904w.html,6.3万,8.7,48.7万人评分,2188,全部评论(4764),贾林饰 三毛;魏宗万饰 老鬼;孙飞虎饰 委员长,三毛从军记;导演： 张建亚 / 崔杰;地区： 华语;类型： 枪战;首映： 1992,简介：根据张乐平同名漫画改编。1937年，中华民族处在生死存亡的最后关头，流浪儿三毛知道有个岳武穆专打外国人，就给自己起了个“丘武穆”的名字参军。三毛在军队中表现得勇猛异常，受到了嘉奖，被调到师部，却成了师长的老妈子，三毛气得快竖起了三根毛。不久，三毛接受了空降敌后的任务，途中降落在树上，幸亏被他人救起。一天，天空中散下了战争结束的传单，三毛复员回家了，仍旧保留着三根毛。收起>
684,http://www.iqiyi.com/v_19rra0fgdw.html,2.5万,8.4,41.7万人评分,2146,全部评论(3222),道恩·强森;乔什·哈切森;迈克尔·凯恩;克里斯汀·戴维斯,地心历险记2：神秘岛;导演： 布拉德·佩顿;地区： 美国;类型： 动作;首映： 2012,简介：历险新片《地心历险记2：神秘岛》，源于17岁的肖恩•安德森收到的一组发自无人知晓的神秘岛密码求救信号。因为无法劝阻肖恩追踪信号来源，肖恩的继父汉克只能陪着他一起踏上这段南太平洋之行。而他们最终的目的地，是一座没几个活人亲眼见过的岛屿。那里风光旎丽，鸟语花香；珍禽异兽，应有尽有；金山火山，叹为观止；是座无奇不有的神秘天堂。收起>
685,http://www.iqiyi.com/v_19rrmx7i3k.html,9099,8.5,46.3万人评分,2197,全部评论(1010),吕良伟;郑则仕;刘嘉玲;徐锦江;叶童,上海皇帝之岁月风云;导演： 潘文杰;地区： 香港地区;类型： 犯罪;首映： 1993,简介：小贩陆云生常为邻里抱不平，被租界总探氏黄金荣妻阿桂姐所赏识。未几，陆破获宋教仁被刺案真相，令黄名声大噪。黄对陆赏识，却招侯飞妒忌。陆、黄出面调息了军阀袁啸军劫取法国鸦片事件，发了财，变为大亨。由于黄误打了督军卢永祥之子，陆又去东北军军长毕树政处求情，还搭进了名妓老六，无奈卢、毕进一步勒索，被陆寻机反击。1927年，陆目睹国共反目，他反对镇压工人武装与屠杀共产党人；为了不被...收起>
686,http://www.iqiyi.com/v_19rrk3us58.html,6646,9.0,23.8万人评分,2427,全部评论(1590),范·迪塞尔饰 Xander Cage;艾莎·阿基多饰 Yelena;马尔顿·索克斯饰 Yorgi,极限特工;导演： 罗伯·科恩;地区： 美国;类型： 动作;首映： 2002,简介：克桑德是极限运动界的明星，但他离经叛道，总是以他的身手对社会上那些败类名流发出挑战，当地警方对他也经常无可奈何。特工头子奥古斯塔斯看上了克桑德，于是派人将他抓了回来，说服他前往捷克进行一项危险而艰巨的任务。捷克的地下犯罪组织头子尤里正在进行一项疯狂的计划，他抓走了很多前苏联的科学家，利用他们研究一种威力无比的武器——毒气弹。他企图利用即将研制成功的武器引起世界大战，进...收起>
687,http://www.iqiyi.com/v_19rr6urr08.html,6959,8.5,15.2万人评分,1973,全部评论(753),柯蒂·斯密特-麦菲饰 Keda;娜塔莎·迈尔兹饰 Rho;蕾奥娜·维埃拉饰 Shaman;延斯·赫尔腾饰 Xi,阿尔法：狼伴归途（普通话）;导演： 艾尔伯特·休斯;地区： 美国;类型： 科幻;首映： 2018,简介：故事发生于两万年前的欧洲北部，地球正处于弱肉强食的冰川时期。心地善良的男主角科达是部落首领的儿子，在一次部落集体狩猎中，科达不慎跌落悬崖，众人以为科达已死，但大难不死的科达被洪水卷走幸存下来，只身流落荒野。途中科达与一匹野狼相遇，给它起名阿尔法，意即狼群首领。科达在与其相处的过程中逐渐成长，学习“狼性”并存有“仁心”。这对人狼搭档在险恶的世界中相互为伴，一起踏上返乡之...收起>
688,http://www.iqiyi.com/v_19rra58qnk.html,8324,8.3,9.5万人评分,2284,全部评论(769),达斯汀·霍夫曼饰 Col. Sam Daniels;摩根·弗里曼饰 Brig. Gen. Billy Ford;蕾妮·罗素饰 Robby Keough;凯文·史派西饰 Maj. Casey Schuler;小库珀·古丁饰 Maj. Salt,极度恐慌;导演： 沃尔夫冈·彼德森;地区： 美国;类型： 惊悚;首映： 1995,简介：1967年，在非洲的扎伊尔莫他巴河谷，美国的雇佣军兵营中被一种突如其来的疾病肆虐，死亡人数不断攀升。军医抽取感染血样离开后，整个军营被炸弹摧毁，附近树林中的白脸猴发出阵阵惊叫声……直到90年代，一个美国年轻人在非洲扎伊尔捕捉到一只小白脸猴，并带回国出售。由于不合买主要求，年轻人将猴子放生，之后一种新型疾病在旧金山的香柏溪镇上蔓延......收起>
689,http://www.iqiyi.com/v_19rrcnqsuc.html,2.2万,8.1,39.1万人评分,2346,全部评论(8514),范·迪塞尔饰 桑德·凯奇;甄子丹饰 项;迪皮卡·帕度柯妮饰 赛琳娜;鲁比·罗丝饰 阿黛尔;吴亦凡饰 DJ尼克斯,极限特工3：终极回归;导演： D·J·卡卢索;地区： 美国;类型： 动作;首映： 2017,"简介：故事聚焦在由范·迪塞尔带头的的特工小队和以甄子丹为首的反派组织之间的对决。在这部作品中，迪塞尔饰演的特工凯奇不再是孤胆英雄，他将与一群出色的伙伴共同作战：塞缪尔·杰克逊饰演的国安局特工，印度女星迪皮卡·帕度柯妮饰演的与凯奇颇有渊源的女猎人，凭借《吸血鬼日记》走红的妮娜·杜波夫扮演的技术专家，《女子监狱》女星露比·罗丝饰演的狙击手,中国当红偶像演员吴亦凡饰演的特工Nicks。...收起>"
690,http://www.iqiyi.com/v_19rrodzdog.html,7944,6.4,12.3万人评分,2167,全部评论(1471),柯林·纳麦克饰 Tull;Yancy Butler饰 Reba;Stephen Billington饰 Beach;安娜贝尔·莱特饰 Sarah Murdoch;Robert Englund饰 Bickerman,巨鳄战狂蟒;导演： A.B. Stone;地区： 美国;类型： 动作;首映： 2015,简介：一个培养鳄鱼和蟒蛇的基因实验因为出现失误，让鳄鱼和巨蟒逃离了实验室。于是《史前巨鳄》中的杀手鳄鱼和《狂蟒之灾》中的巨蟒同时出现在这部最新的影片中。警长Reba和野生物学家Tully因此联手合作，拯救整个小镇和居民。收起>
691,http://www.iqiyi.com/v_19rrjzm5k4.html,2.6万,9.0,152.9万人评分,2398,全部评论(9625),张家辉饰 王远阳;任达华饰 林正忠;文咏珊饰 徐雪;谢安琪饰 阿萤;王敏德饰 徐翰林,大追捕;导演： 周显扬;地区： 香港地区;类型： 惊悚;首映： 2012,简介：二十年前因奸杀少女依芸入狱，重犯王远阳在狱中历经凌辱，变成性格怪异、人见人惧的哑巴杀手。刚刚出狱的他，又卷入了一场惨绝人寰的命案之中：中英混血指挥家徐翰林被发现抛尸海边荒野，容貌尽毁遍体鳞伤，而徐翰林正是少女依芸的父亲。外号怒汉的警探林正忠一心查出真相，出狱后一直跟踪徐翰林幼女徐雪的王远阳，自然成为最大的嫌疑人，一场全港大追捕全面展开，然而，真相才刚刚开始被揭开。收起>
692,http://www.iqiyi.com/v_19rrkt424g.html,21.7万,8.4,150.1万人评分,2580,全部评论(2.6万),周润发饰 石一坚;刘德华饰 刀仔;张家辉饰 小马;李宇春饰 高菲;刘嘉玲饰 莫愁,澳门风云3;导演： 刘伟强 / 王晶;地区： 华语;类型： 动作;首映： 2016,简介：石一坚在女儿的婚礼上，因误用兄弟小马的“催眠治疗”加上机器人炸弹袭击而变得精神错乱。神秘人物易天行一心想要置石一坚于死地，幸亏龙五带领儿子龙十五及时营救。“赌侠”刀仔与赌神表妹高菲也一起来帮助石一坚恢复记忆，众人终于知道易天行就是幕后黑手，为了调查清楚真相，石一坚与“赌神”联手，最后大战一触即发。收起>
693,http://www.iqiyi.com/v_19rwg8fnsk.html,1312,7.9,1.2万人评分,1975,全部评论(132),"张艺谋;吕丽萍饰 Duan, Xifeng;梁玉瑾饰 Zhao, Qiaoying",老井（独家修复版）;导演： 吴天明;地区： 华语;类型： 爱情;首映： 1986,简介：因为家中长辈逼迫着要其做年轻寡妇段喜凤家的倒插门女婿，老井村青年孙旺泉有心与高考落榜后回村务农的恋人赵巧英离家出走，却因父亲被炸死在井下一事不得不将计划搁浅，听命做了段喜凤的丈夫。此后，孙旺泉把全部精力放在了打井上，终用科学方法测定了老井村第一口井的井位。全村人日夜为打井奋战时，突发塌方事故，赵巧英和孙旺泉被土石封在了井下。在生命可能就此失去之际，两人按捺不住做了一...收起>
694,http://www.iqiyi.com/v_19rrj5s870.html,1.1万,8.7,57.2万人评分,2113,全部评论(802),黎明饰 高进;袁咏仪饰 小七;陈小春饰 龙五;吴镇宇饰 高傲;张达明饰 牙擦苏,赌神3;导演： 王晶;地区： 香港地区;类型： 动作;首映： 1996,简介：一年夏天，一名姓高的纱厂厂主，因赌成祸引至家破人亡。高进从此丧失家园，加入了老千集团跟千王靳能学习千门技术，经过多年的学习高进已成为千门高手，并与靳能的女儿靳轻情投意合。不料风云突变，在一次赌神大赛中高进被师父出卖，头部中弹，生命垂危，幸得好友小七与龙五伸手相助。在连续的打击下，高进化悲愤为力量，决定与师兄及靳能在赌场上决一死战，取回属于自己的东西，成为真正的“赌神”...收起>
695,http://www.iqiyi.com/v_19rr7rc45k.html,9941,6.7,15.9万人评分,2325,全部评论(800),关楚耀饰 星;罗霖主演;米雪主演;徐天佑饰 贤/乐;张国强主演,爱寻迷;导演： 陶杰;地区： 香港地区;类型： 爱情;首映： 2014,简介：阿贤、阿乐和阿星曾经是形影不离的死党，然而命运让他们分离，相互之前了无音信。一转眼二十年过去，曾经的单纯男孩如今都已经成长为了能够独当一面的真男人，当他们在社交网络上重新获得彼此的讯息因而再聚首之时，会发生怎样有趣的故事呢？阿贤爱上了一名有夫之妇，深陷在情欲的海洋之中无法自拔。阿乐只是一介平凡的讲师，郁郁寡欢的母亲去世之后，他迫切的想要见到在幼年时代抛弃他们母子两人...收起>
696,http://www.iqiyi.com/v_19rr96agog.html,13.3万,9.1,309.4万人评分,2495,全部评论(2.1万),张涵予;彭于晏;孙淳;陈宝国,湄公河行动;导演： 林超贤;地区： 华语;类型： 动作;首映： 2016,简介：2011年10月5日，两艘中国商船在湄公河金三角水域遭遇袭击，13名中国船员全部遇难，泰国警方从船上搜出90万颗冰毒。消息传回国内，举国震惊。为了查明真相，云南缉毒总队长高刚（张涵予饰）接受了特殊任务，率领一支骁勇善战的战斗小组进入泰国境内，与潜伏在泰国的情报员方新武（彭于晏饰）碰头，二人联手深入金三角查案。经过调查，发现案件背后果然有着重重疑点，真正的凶手在嫁祸残害无辜中国...收起>
697,http://www.iqiyi.com/v_19rr2agk7g.html,6339,8.6,15万人评分,2243,全部评论(420),道恩·强森饰 Davis Okoye;杰弗里·迪恩·摩根饰 Agent Russell;玛琳·阿克曼饰 Claire Wyden,狂暴巨兽（普通话）;导演： 布拉德·佩顿;地区： 美国;类型： 动作;首映： 2018,"简介：巨石强森饰演的灵长类动物学家一直与人类保持距离,却跟极为聪明的银背大猩猩乔治有着深厚的感情。但是一次基因实验出错,让这只温驯的大猩猩变成狂怒难驯的庞然巨兽。更可怕的是,其他动物也发生了同样基因异变。他必须阻止这场全球性的灾难,更重要是要拯救他的好友乔治。收起>"
698,http://www.iqiyi.com/v_19rrifwg66.html,7746,9.1,61.6万人评分,2229,全部评论(1.1万),马克·沃尔伯格饰 凯德·伊格尔;妮可拉·佩尔茨饰 泰莎·伊格尔;凯尔希·格兰莫饰 哈罗德·艾汀格;李冰冰饰 苏月明;杰克·莱诺饰 肖恩,变形金刚4：绝迹重生;导演： 迈克尔·贝;地区： 美国;类型： 动作;首映： 2014,简介：当年那场惨烈的芝加哥大战，汽车人虽然成功击退了霸天虎的入侵，却也让地球人对他们失去了应有的信任与尊重。由美国中情局组建的“墓风”部队对所有的变形金刚进行无差别的猎杀，一时间汽车人和霸天虎全都在地球不见了踪影。某天，居住在得州的落魄机械发明家凯德·伊格买回来一辆破旧的卡车车头，谁知那竟是处在休眠中的汽车人首领擎天柱。嗅到气息的墓风部队蜂拥而至，苏醒后的擎天柱救走了凯德一...收起>
699,http://www.iqiyi.com/v_19rrjs86kc.html,1.3万,8.3,30.1万人评分,2413,全部评论(3292),章子怡饰 杜芬玉;张东健饰 谢易梵;张柏芝饰 莫婕妤;窦骁饰 戴文舟;卢燕饰 雪姑妈,危险关系;导演： 许秦豪;地区： 华语;类型： 悬疑;首映： 2012,简介：三十年代，在日军枪炮下的上海上流社会依旧每天在纸醉金迷的狂欢中迷失。谢易梵（张东健饰）是风月场上有名的花花公子，莫婕妤（张柏芝饰）是风情万种却深藏城府的豪门遗孀，两人有着不可分割的亲密关系。莫怂恿谢去勾引抛弃自己的富商即将迎娶的少女贝贝。而谢则觉得不够挑战，对出身名门的纯情寡妇杜芬玉（章子怡饰）产生了兴趣。当即谢、莫两人展开了以杜为诱饵的赌局游戏，赌的内容是谢得到...收起>
700,http://www.iqiyi.com/v_19rrso72d4.html,4.6万,6.6,54.4万人评分,2189,全部评论(5218),南笙饰 竹叶青;麻家铭饰 寻涯;赵子络饰 神秀;袁媛饰 牧遥;董李无忧饰 折生,双世青蛇;导演： 徐飞;地区： 华语;类型： 奇幻;首映： 2019,简介：昔时，有青白二蛇幻化人间，白蛇私配凡人，犯下天条，镇于雷峰塔下，青蛇遭受牵连被打入寒冰界洛川河遭受雷霆诛心之苦。洛川河上渡人魂魄往生的神使寻崖，救下了青蛇并施法定制轮回风水护着青蛇，却未料到三百年后自己天劫将至，面对浩劫他波澜不惊只想着守护青蛇，而魔界少君却与上神牧遥暗中密谋想得到寻崖身上的金刚元珠，有人各怀鬼胎也有人情终一人，世上最难过的就是情关，这情关青蛇过的了吗...收起>
701,http://www.iqiyi.com/v_19rrk2c2hc.html,1.5万,8.7,42.8万人评分,2261,全部评论(3490),史蒂夫·奥斯汀饰 Jack Conrad;维尼·琼斯饰 Ewan McStarley;内森·琼斯饰 The Russian;Rick Hoffman饰 Goldman,死囚大逃杀;导演： Scott Wiper;地区： 美国;类型： 动作;首映： 2007,简介：杰克•康拉德原本是美国中部一座监狱里的死刑犯，在即将走上电椅的那一刻，他却被腐败的监狱长卖给一家电视台。该电视台制片人策划了一个新节目，他从世界各地遴选10位肌肉发达、动作敏捷且暴虐十足的死囚犯，将他们置身于海上孤岛中相互残杀，只有干掉其他对手坚持30个小时的人才有一线生机。整个搏斗过程通过摄像机全方位多角度传送到世界各地，嗜血如命的观众纷纷购买这个疯狂的真人秀。死囚中藏...收起>
702,http://www.iqiyi.com/v_19rwkbz1fw.html,2103,7.0,2.7万人评分,2526,全部评论(1590),刘前程饰 万华山,豹啸;导演： 宛峰;地区： 华语;类型： 爱情;首映： 2020,简介：电影主要讲述了：民国军阀时期的某山区，村民发现了一只稀有的金钱豹。一队逃兵为了讨好奉系军阀某军官，想要抓住这只金钱豹送给军官姨太太做礼物，于是抓了全村人威胁他们说出豹子窝。回村过年的卖货郎万华山，因大雪封山便投宿在了镇上的俏寡妇桃花开的“黑”客栈，阴差阳错与来买酒的逃兵相遇，他一边与“谋财害命”的俏寡妇桃花智斗，一边与买酒的逃兵上演全武行，收拾了他们之后便得知了乡亲们...收起>
703,http://www.iqiyi.com/v_19rrmun4z0.html,2.0万,8.7,20.2万人评分,1770,全部评论(824),连姆·尼森饰 Col. John 'Hannibal' Smith;布莱德利·库珀饰 Lt. Templeton 'Faceman' Peck;杰西卡·贝尔饰 Charisa Sosa;昆顿·杰克逊饰 Cpl. Bosco 'B.A.' Baracus;沙尔托·科普雷饰 Murdock,天龙特攻队;导演： 乔·卡纳汉;地区： 美国;类型： 惊悚;首映： 2010,简介：“汉尼拔”约翰·史密斯、坦普莱顿·派克、莫多克和“水牛”巴拉克斯曾经是美军游骑兵成员，四人在与墨西哥恶徒交火中相遇，并由此成立靠赏金为生的天龙特工队。在成军8年后，天龙特工队接到新的任务。据说伊拉克战争期间有隶属美国的黑军抢夺伊方印钞机，并用它大量生产伪造美钞。史密斯等人的任务就是在伪钞和设备运回美国之前将其夺回。然而事态却朝着无法预料的方向发展，史密斯的上司更死于离奇...收起>
704,http://www.iqiyi.com/v_19rrk5grlg.html,2.3万,8.9,79.5万人评分,2089,全部评论(5896),高圆圆饰 叶蓝秋;姚晨饰 陈若兮;赵又廷饰 杨守诚;陈红饰 莫小渝;王学圻饰 沈流舒,搜索;导演： 陈凯歌;地区： 华语;类型： 犯罪;首映： 2012,简介：都市白领叶蓝秋，在一个早上，因为没有在公车上为一位老人让座，彻底改写了数人的命运。城中富豪沈流舒因此陷入不安的漩涡；阔太莫小渝因此勇敢地从被人羡慕嫉妒恨的婚姻家庭中落荒而逃；媒体新鲜人杨佳琪因此看透职场冷漠并借机成功上位；资深电视人陈若兮因此大红却又急转直下职场情场两失意；失业且负债的杨守诚因此获得一笔意外之财，却也因此经历了一场灵魂的意外旅行。收起>
705,http://www.iqiyi.com/v_19rrkbsxa4.html,11.6万,8.1,57.6万人评分,2520,全部评论(4993),徐峥饰 徐来;赵薇饰 蔡波;包贝尔饰 蔡拉拉,港囧;导演： 徐峥;地区： 华语;类型： 犯罪;首映： 2015,简介：徐来曾经的梦想是成为一名油画家，可如今他早已沦为理想炮灰，在一家大地内衣公司当小老板。大地胸罩公司是岳父开的，他是上门女婿。虽然被全家人尊为最有出息人，但他对俗气的一家人很看不上，并把理想的沦陷归咎于他们。徐来对老婆蔡波也一肚子意见。大学同学20周年聚会上，徐来听到同学们谈论初恋杨伊，顿时心猿意马。不日，他陪伴老婆及家人来到香港游玩，计划和多年未见的杨伊偷偷会面，不料...收起>
706,http://www.iqiyi.com/v_19rrh4q8sk.html,9.3万,8.3,32.3万人评分,2277,全部评论(1236),全智贤饰 耶妮可;金允石饰 澳门朴;任达华饰 .陈,夺宝联盟;导演： 崔东勋;地区： 韩国;类型： 犯罪;首映： 2012,简介：曾轰动全球且价值高达300亿的钻石太阳之泪惊现中国澳门，某神秘人物委托混迹赌场的盗贼朴澳门组织人马侵入赌场金库，盗取钻石，事成之后报酬颇丰。在此之后，朴从韩国网罗了当年被他背叛的伙伴波比、詹姆帕诺、艾妮可、口香糖、百事，以及中国方面的陈、安德鲁、朱莉、乔尼等人。这些人中包括偷盗、绳索、路线、演技等各方面高手，实可谓一次强强联合。　　在朴澳门的周密策划下，偷盗行动有条不...收起>
707,http://www.iqiyi.com/v_19rr3mfxrs.html,3.0万,8.3,26.2万人评分,2793,全部评论(1924),张页川饰 奥特曼,钢铁飞龙之奥特曼崛起;导演： 王巍;类型： 动画;首映： 2019,简介：创世晶石危机一触即发，为了阻止地球毁灭，奥特曼选择了看似平凡的小男孩乐乐作为自己的人间体，面对重重挑战，原本调皮捣蛋的小屁孩在奥特曼的引导下，成为拯救地球的关键人物，而奥特曼超能力的秘密也逐渐被揭晓…收起>
708,http://www.iqiyi.com/v_19rrc2p4y0.html,6365,6.3,15.5万人评分,2476,全部评论(1027),M. Steven Felty饰 Roberto Gianelli,地质灾难;导演： Thunder Levin;地区： 美国;类型： 动作;首映： 2017,简介：洛杉矶的一个家庭在历史上最大的灾难的汇合中分开了：一个超级火山、一次特大地震和一次大规模龙卷风。当世界经受住这场几乎世界末日的事件时，我们的英雄们必须坚持自己的技能和智慧来团结和生存下去。收起>
709,http://www.iqiyi.com/v_19rtwbw0ps.html,732,7.5,1.3万人评分,2299,全部评论(112),张桐;于越;杨轶;淳于珊珊;洪天照,打过长江去;导演： 彭顺;地区： 华语;类型： 战争;首映： 2019,简介：《打过长江去》以渡江战役为背景，再现了新中国成立前的关键时刻，人民解放军一支先遣分队潜入江南，打进虎穴斗智斗勇，命悬一线却与各种敌人殊死斗争，为祖国统一而舍生取义、无私拼搏，最终配合百万大军过长江，将红旗插遍中国。收起>
