,href,点赞用户数,评分,参与评分人数,热度,总计评论数,演员,信息,剧情
515,http://www.iqiyi.com/v_19rqyar7ho.html,933,8.1,2.8万人评分,612,全部评论(409),陈浩民饰 济公;孙八一饰 大魔王;张艺骞饰 小魔王;林子聪饰 广亮;金刚饰 大鹏鸟,济公之神龙再现（粤语）;导演： 林子聪;地区： 华语;类型： 喜剧;首映： 2018,简介：上集提到，济公联同各路英雄联盟，又一次化解人间浩劫，但凡间并没有得到安宁，战事纷争仍然不断。高人杰将军乃南宋名将，为南宋参与大大小小胜仗数十场，立下不少汗马功劳，被视为民族英雄！高本与自少青梅竹马——凤仪相好，但天意却令凤仪被迫下海为妓。高深爱凤，却被千夫所指而不敢娶凤为妻。高求助于济公，济公历尽千辛万苦，誓要撮合这对苦命人！一切成功在望之时，高的手下们却施以毒手，将...收起>
516,http://www.iqiyi.com/v_19rrmwtce0.html,94,7.3,555人评分,357,全部评论(13),Sunny Suwanmethanon饰 Jawk;Pattarasaya Kreuas..饰 Nampan;Panissara Phimpru饰 Rithai,爱情侦探;导演： 科姆吉·崔维莫;地区： 泰国;类型： 喜剧;首映： 2007,简介：周作为一名专门调查外遇现场的侦探，其最最不能违反的行为就是爱上所要调查的目标人物，可是这一次，他却遇到了果汁，一位可爱纯真的女孩，他被她所吸引，不由自主地爱上了目标人物。果汁，单纯可爱的少女，为了实现自己的梦想，误以为那些有钱人能给她所有的一切，直到遇到周，她才发现梦想敌不过一份真挚的爱情。收起>
517,http://www.iqiyi.com/v_19rrjd5xok.html,60,7.0,338人评分,408,全部评论(3),郑裕玲饰 梁山伯;张曼玉饰 祝英台;陈百祥饰 装帅;林俊贤饰 阿Sam,神勇双妹唛（粤语）;导演： 王晶;地区： 华语;类型： 喜剧;首映： 1989,简介：一对表姐妹梁山伯与祝英台乃斗气冤家，两女为争夺神秘俊男sam欢心，各出奇谋，郤惹来大圈杀手威吓逼害，更陷入一场宝物争夺战。两女身陷险境，惟有摒弃前嫌，联手反抗。
518,http://www.iqiyi.com/v_19rrj659dc.html,25,6.5,116人评分,474,全部评论(3),凌波,花木兰（1964）;导演： 岳枫;地区： 香港地区;类型： 战争;首映： 1964,简介：北朝时期，匈奴军队在单于率领下大举入侵中原，皇帝命令每家必须出一人赴前线抗敌。因父亲年事已高，木兰毅然女扮男装替父从军。在与匈奴军队作战中，她英勇善战，屡立战功，并设计擒获敌首领。胜利后，贺元帅欲将女儿许配给她，最后得知她是女儿身。木兰衣锦还乡，为家族蠃得无上的荣光。收起>
519,http://www.iqiyi.com/v_19rrhlqgis.html,264,5.6,314人评分,296,全部评论(3),汉克·阿扎利亚饰 The Blue Raja;克莱尔·弗兰妮饰 Monica the Waitress;詹尼安·吉劳法罗饰 The Bowler;格雷戈·金尼尔饰 Captain Amazing;威廉姆·H·梅西饰 The Shoveller,神秘兵团;导演： Kinka Usher;地区： 美国;类型： 动作;首映： 1999,简介：Champion市的犯罪率极低，Amazing队长为了重新吸引公众注意力，想出了一个馊主意：他把关在监狱里的死对头Casanova放了出来，以便再度和他过招，不料竟被Casanova绑架。和所有的坏蛋一样，Casanova准备趁Champion市权力真空之际控制这个城市。这时一群“英雄”出现在公众的视野里。这七个蹩脚的热心青年把自己叫做TheMysteryMen（神秘人），他们也确实有一些——或者认为自己有一些——特殊的本领...收起>
520,http://www.iqiyi.com/v_19rr7r7yog.html,272,7.0,2509人评分,1095,全部评论(5),金霏主演;顾媚主演;丁红饰 Molly,千面魔女;导演： 郑昌和;地区： 香港地区;类型： 犯罪;首映： 1969,简介：近日里，一位名为千面魔女的女贼在市里引发了轰动，她的神出鬼没和无处不在让警方伤透了脑筋。女探员纪瑛负责前面女贼的案子，女记者毛莉决定献出一臂之力。她化妆成为千面魔女的样子，请来同行郁达拍摄照片，意在引蛇出洞。哪知道千面魔女奇招尽出，竟然化妆成为了纪瑛的样子，并且顺利的盗走了珠宝，使得纪瑛遭到了警方的通缉。之后，千面魔女又掳走了纪瑛，当警方找到两人时，她们竟然是一模一样...收起>
521,http://www.iqiyi.com/v_19rvdnxkm0.html,168,6.2,631人评分,299,全部评论(1337),白金饰 方晓晴;李权威饰 吴川,萌犬奇缘;导演： 李权威;地区： 华语;类型： 爱情;首映： 2019,简介：美丽的路上，来这里工作多年的方晓晴最喜欢的休闲方式就是在路上漫步。这天晓晴邂逅了一条流浪狗逗逗，她看到饿的饥肠辘辘的逗逗，于心不忍，便喂食了一些东西。不料晓晴在回家路上，逗逗一路尾随，怎么赶也赶不走。晓晴多年前大学肄业，放弃当画家的梦想来厦门打拼，早已经习惯一个人的生活。她实在不愿意接受新的人和事物闯进她的世界。可是逗逗毕竟是一条可怜无辜的生命，晓晴又怎么忍心弃之不管...收起>
522,http://www.iqiyi.com/v_19rrfyyxu4.html,53,6.5,234人评分,310,全部评论(8),玛丽·瑞莱饰 Delphine;Amira Chemakhi;Sylvie Richez;玛丽娅·路易莎·宾格;Basile Gervaise,绿光;导演： Eric Rohmer;地区： 欧洲;类型： 爱情;首映： 1986,简介：夏天快要来临的时候，巴黎女子戴尔芬却陷入了忧伤与烦闷中。刚刚和前男友结束恋爱关系，本来约好与她一同度假的女友也放了她鸽子。尽管其它许多好心的亲友邀请她一同度假，但是她却一一拒绝了。每个人都有了自己的度假计划，只有她看似要独身一人困在巴黎过冗长的夏天。她寻寻觅觅，终日游荡在各处，希望能够找到自己的情人，但是所遇之人皆不能触动她心。在马赛海边，她听说了关于绿光的传说：谁...收起>
523,http://www.iqiyi.com/v_19rrmy8tmg.html,57,6.9,318人评分,437,全部评论(7),艾伦·瑞克曼;娜塔莎·理查德森;乔什·哈奈特;瑞切尔·格里菲斯;瑞切尔·蕾·库克,大放异彩;导演： 帕迪·布里纳希;地区： 美国;类型： 喜剧;首映： 2001,简介：菲尔是一名发型设计师，他和妻子莎莉经营着一家美发店，是圈内人人羡慕的神仙眷侣。令众人大跌眼镜的是，莎莉竟然离开了菲尔，不仅如此，她也开了一家美发店，成为了菲尔的竞争对手。遭遇妻子背叛的菲尔一蹶不振，在日复一日的消沉中，他逐渐忘却了自己的梦想。一次偶然中，菲尔得知自己所在的小镇上即将举行一场全国性的美发大奖赛，经过反复的思想斗争后，他决定重拾梦想，再次走上赛场。同样参赛...收起>
524,http://www.iqiyi.com/v_19rroxruwk.html,2.3万,7.1,26.6万人评分,2430,全部评论(3499),高宏亮饰 赵青九;王美茜饰 沈雪;余俪饰 赵晓婷;黄健饰 赵晓磊,暴躁家族;导演： 文一行;地区： 华语;类型： 犯罪;首映： 2019,简介：脾气异常火爆的东北一家，在本地有着深厚的江湖背景。由于几十年前的仇敌出狱寻仇，一家四口无奈逃至海岛隐姓埋名，重新生活。东北人火爆的脾气与海岛生活格格不入，带来诸多笑料。却不知一场意想不到的血雨腥风即将来临。收起>
525,http://www.iqiyi.com/v_19rrj5zauc.html,62,7.1,268人评分,437,全部评论(7),葛民辉饰 Bart;张达明饰 阿全;方子璇饰 阿玲,买凶拍人;导演： 彭浩翔;地区： 香港地区;类型： 犯罪;首映： 2001,简介：职业杀手Bart技艺高超，雇主很多收入不俗。他与妻子阿玲居于高级住宅区，小日子过的非常滋润。好景不长，金融风暴后夫妻二人陷入经济危机。Bart为有钱太太杀人服务，不想要求苛刻，要Bart在杀人之余还得拍下杀人过程，方泄心头之恨。Bart深明顾客至上的道理，决定找一个拍档合作。凑巧Bart在酒吧见到导演阿全，二人一拍即合，成为了杀手导演二人组，一时间生意大增，一连串的“买凶拍人”行动随即展...收起>
526,http://www.iqiyi.com/v_19rrkqelfc.html,186,6.8,226人评分,440,全部评论(8),张长城饰 海瑞;范泽华饰 刘明珠;洪妙饰 太后,刘明珠;导演： 谭友六;地区： 华语;首映： 1964,简介：辅业亲王朱厚燔党同伐异，偕夺兵权。罪证为潮州总兵刘光辰所掌握。刘欲上京面圣，弹劾奸王，不幸被朱之心腹、新任东南都督陈文华杀害于枫树坡。刘光辰之女刘明珠得知其父壮志未酬，受奸所害，决心继父遗志，上京面君。刘明珠历尽艰难险阻，来到枫树坡，在何氏妈妈相助之下，到刘光辰墓地祭奠。巧遇海瑞暗察回归，即诉冤情。海瑞为斥奸臣，带刘明珠至府中，待朝圣君，海瑞在朝圣中揭露了刘光辰一案，...收起>
527,http://www.iqiyi.com/v_19rr7p4b3g.html,31,7.1,72人评分,481,全部评论(1),汪玲饰 杨晓彤;甄珍饰 何霜霜,几度夕阳红2;导演： 李翰祥;地区： 华语;类型： 爱情;首映： 1966,简介：二十年前在重庆。一群流亡学生在沙坪坝上学。其中包括何慕天，小罗，王孝城，和号称“沙坪坝之花”的李梦竹。梦竹有个严厉的母亲，她阻挠不了梦竹与慕天的来往，终于监禁了梦竹，慕天来访她，却被她母亲哄骗说她巳出嫁成都，慕天坚持不信，天天来访，终于感动奶妈，帮助她们出走，叮嘱他们要竭诚相爱，永不变心…收起>
528,http://www.iqiyi.com/v_19rrn60ato.html,278,7.4,199人评分,406,全部评论(23),张瑞芳;浦克;朱文顺,松花江上;导演： 金山;地区： 华语;类型： 战争;首映： 1947,简介：东北松花江畔，一青年与一车店店家的孙女相爱。不久后，“九·一八”爆发，日本入侵东北，孙女的父母亲均被日本人杀害。青年被抓走，半途义勇军偷袭日寇，青年趁乱逃回车店，碰见好色的日寇伍长正欲污辱车店孙女，打死日寇伍长。带孙女逃离此地，“七七事变”后，青年孙女等人不屈日寇的压迫，参加了义勇军，抗击日寇。收起>
529,http://www.iqiyi.com/v_19rro2o8wk.html,75,7.0,319人评分,426,全部评论(6),胡朋;李壬林;裴然;王一元;里坡,土地(1953);导演： 水华;地区： 华语;类型： 家庭;首映： 1954,简介：1930年秋天，中国共产党领导的伟大土地革命运动，也震动了这个偏远的乡村——竹林乡。共产党员谢友生，领导当地贫苦农民举着红旗，打土豪、分田地，建立了革命政权。但是，由于竹林乡远离革命根据地，他们很快地就受到了反革命势力的摧残和镇压。地主谢子斋和他的弟弟恶霸二阎王又回到了竹林乡。他们把谢友生活活地烧死了。面对着亲人的死亡和革命的失败，人民并没有屈服，他们相信共产党总有一天还...收起>
530,http://www.iqiyi.com/v_19rsbxe6qw.html,38,7.5,101人评分,465,全部评论(1),刘家辉;白彪;汪禹,少年苏乞儿（粤语）;导演： 刘仕裕;地区： 华语;类型： 动作;首映： 1985,简介：广东十虎之一苏乞儿乃清代武林传奇人物，曾有多部以其出身和经历为题材的电影面世，本片拍于1985年，由刘仕裕导演、王晶编剧、刘家辉饰演少年苏灿。剧情讲述苏灿在学校与同学打架，被逐出校，被逼追随垫师梁鸿(白彪饰)读书。灿在偶然机会下发现梁鸿身怀绝技，央其收之为徒。后苏家遭剧盗蜈蚣(王龙威饰)灭门，梁鸿亦死于蜈蚣暗算之下，灿为着公仇私恨，与蜈蚣展开一场生死决……收起>
531,http://www.iqiyi.com/v_19rwajyv6k.html,8,7.2,126人评分,817,全部评论(5),"郭振锋饰 He Yuan-xin, Gecko/Lizard;孙建饰 Ma Chow, Scorpion;江生饰 Yang Tieh",五毒（粤语）;导演： 张彻;地区： 华语;首映： 1978,简介：五毒门乃江湖上一恶名远扬的门派，老掌门靠药浴维系残年，身边只有一个弟子杨得。有感本门恶事作尽，老掌门命杨得清理本门门户，并寻找其师叔的宝藏。杨得的五位师兄分别习练五种由毒虫而来的武功，分别是：蜈蚣、蛇、蝎子、壁虎、蛤蟆。杨得乔装成乞儿，迤逦打探到一座县城，巧遇隐姓埋名的师叔老夫子一家遭人灭门，凶手正是大师兄与二师兄，虽然本县何捕头凭习练蛤蟆功的五师兄助拳将大师兄拿获，...收起>
532,http://www.iqiyi.com/v_19rrc2hom8.html,116,4.9,408人评分,524,全部评论(26),娜塔莉·波特曼饰 杰奎琳·肯尼迪;彼得·萨斯加德饰 罗伯特·肯尼迪,第一夫人（普通话）;导演： 帕布罗·拉雷恩;地区： 美国;首映： 2018,简介：影片讲述的是美国前总统约翰·肯尼迪在1963年11月22日遇刺身亡的前四天时间里，发生在前第一夫人杰奎琳·肯尼迪身上的故事。娜塔莉·波特曼将出演杰奎琳，也就是Jackie。据该片的全球联合出品方和制片方熙颐影业透露，对于主创团队选择娜塔莉·波特曼出演杰奎琳·肯尼迪，业界并不感到惊讶。除了她精湛的演技之外，更是在于她独特的知性气质。收起>
533,http://www.iqiyi.com/v_19rrhvmfek.html,110,6.9,438人评分,352,全部评论(11),杰克·奥康奈尔饰 Charlie Peaceful;乔治·麦凯饰  Tommo Peaceful;亚历珊德拉·罗奇饰 Molly Monks,柑橘与柠檬啊;导演： 帕特·奥康纳;地区： 欧洲;类型： 战争;首映： 2011,简介：生活在英国小镇的小托，跟妈妈、两个哥哥，还有心生好感的姑娘莫莉，一起过着宁静、明亮、芬芳的生活。生活中也有悲伤、愁苦、失落，和看似解决不了的困境，每每这时，他们就唱起一首名叫《柑橘与柠檬啊》的歌。在歌声中，敏感、柔弱的小托慢慢长大。战争的轰然来临，改变了所有人的生活。小托本能地逃避战争的行为，却被别人以及他自己认为是懦弱的。为了逃避这种羞耻，为了逃避爱情的挫败，小托谎...收起>
534,http://www.iqiyi.com/v_19rrnz7a9o.html,107,6.8,222人评分,381,全部评论(7),胡芝风;詹国治;许鸿良,李慧娘;导演： 邓逸民 / 沙洁 / 刘琼;地区： 华语;类型： 犯罪;首映： 1980,简介：南宋时期，良家女子李慧娘因抨击时弊被奸相贾似道杀害，含冤九泉之下的李慧娘阴魂不散，化作幽灵飘回人间，报仇雪恨。贾似道对太学生裴舜卿恨之入骨，设计骗其进贾府，伺机谋害。掌握生死大权的明镜判官生性爱憎分明，让在阴曹地府的李慧娘暂回人间搭救裴舜卿，慧娘手执判官相赠的阴阳扇，来到囚禁裴舜卿的房内，裴见李深夜探访，疑心重重。慧娘道出原委，舜卿方知慧娘是一大情大义之人，并不知道眼...收起>
